(14, 0)
(14, 0)
(14, 2)
(14, 2)
(14, 2)
(10, 0)
(10, 0)
(10, 0)
(10, 0)
(10, 0)
(10, 0)
(10, 0)
(10, 0)
(10, 0)
(10, 0)
(10, 0)
(10, 0)
(10, 0)
(10, 0)
(8, 14)
(8, 14)
(8, 14)
(8, 14)
(8, 14)
(8, 14)
(8, 14)
(8, 14)
(8, 14)
(8, 14)
(8, 14)
(8, 14)
(8, 14)
(8, 14)
(8, 14)
(8, 14)
(8, 14)
(8, 14)
(4, 9)
(4, 9)
(4, 9)
(4, 9)
(4, 9)
(4, 9)
(4, 9)
(4, 9)
(3, 9)
(3, 9)
(2, 9)
(2, 9)
(1, 9)
(1, 9)
(2, 0)
(2, 0)
(2, 0)
(2, 0)
(7, 4)
(7, 4)
(7, 4)
(8, 13)
(7, 4)
(7, 4)
(8, 13)
(5, 9)
(5, 8)
(6, 8)
(7, 8)
(7, 8)
(6, 10)
(5, 10)
(4, 10)
(3, 10)
(2, 10)
(2, 11)
(2, 12)
(2, 12)
(8, 13)
(2, 11)
(8, 13)
(2, 9)
(2, 8)
(2, 7)
(2, 6)
(2, 5)
(2, 5)
(2, 0)
(2, 0)
(2, 0)
(2, 0)
(2, 0)
(2, 0)
(6, 4)
(6, 4)
(6, 4)
(8, 13)
(6, 4)
(8, 13)
(6, 4)
(8, 13)
(8, 3)
(8, 2)
(8, 13)
(8, 13)
(8, 13)
(8, 13)
(8, 13)
(8, 13)
(4, 0)
(4, 0)
(2, 0)
(2, 0)
(7, 4)
(7, 4)
(8, 13)
(8, 13)
(8, 13)
(8, 13)
(8, 13)
(8, 13)
(8, 13)
(8, 13)
(8, 13)
(8, 13)
(8, 8)
(8, 7)
(8, 6)
(8, 7)
(8, 8)
(8, 9)
(8, 10)
(8, 11)
(8, 12)
(7, 4)
(8, 12)
(7, 4)
(8, 12)
(9, 12)
(10, 12)
(11, 12)
(11, 12)
(7, 8)
(6, 8)
(6, 8)
(5, 8)
(8, 13)
(5, 8)
(5, 9)
(5, 10)
(5, 11)
(5, 12)
(6, 12)
(7, 12)
(8, 9)
(9, 9)
(8, 9)
(9, 13)
(6, 9)
(6, 9)
(10, 13)
(9, 13)
(9, 13)
(10, 13)
(10, 13)
(9, 13)
(6, 9)
(6, 9)
(6, 9)
(8, 13)
(8, 13)
(9, 12)
(9, 13)
(6, 4)
(6, 4)
(7, 4)
(7, 4)
(11, 0)
(11, 0)
(8, 13)
(9, 4)
(9, 10)
(9, 9)
(8, 9)
(8, 9)
(8, 8)
(8, 7)
(7, 7)
(6, 7)
(6, 6)
(6, 5)
(7, 5)
(6, 5)
(7, 5)
(8, 5)
(7, 5)
(6, 5)
(5, 5)
(5, 4)
(5, 3)
(4, 3)
(5, 11)
(8, 13)
(5, 1)
(5, 4)
(5, 5)
(6, 5)
(6, 9)
(2, 12)
(2, 11)
(2, 10)
(2, 9)
(2, 8)
(2, 7)
(2, 6)
(2, 5)
(2, 4)
(3, 4)
(4, 4)
(4, 3)
(5, 3)
(6, 3)
(6, 3)
(5, 3)
(5, 2)
(9, 1)
(8, 1)
(8, 1)
(7, 4)
(8, 13)
(8, 3)
(8, 4)
(6, 8)
(6, 7)
(6, 8)
(5, 8)
(5, 9)
(5, 10)
(8, 9)
(8, 10)
(8, 11)
(8, 12)
(7, 9)
(7, 9)
(8, 13)
(8, 10)
(7, 10)
(6, 10)
(6, 10)
(5, 10)
(5, 11)
(5, 12)
(4, 12)
(4, 13)
(3, 13)
(3, 13)
(8, 13)
(8, 13)
(8, 13)
(8, 13)
(3, 12)
(3, 11)
(3, 10)
(3, 9)
(4, 9)
(4, 10)
(3, 10)
(3, 11)
(2, 11)
(2, 10)
(2, 13)
(2, 12)
(2, 12)
(2, 11)
(2, 12)
(2, 12)
(3, 12)
(3, 13)
(3, 13)
(4, 13)
(4, 13)
(8, 12)
(8, 13)
(2, 13)
(8, 13)
(6, 12)
(5, 12)
(9, 13)
(9, 12)
(8, 12)
(8, 12)
(5, 9)
(5, 8)
(6, 8)
(5, 8)
(5, 9)
(5, 8)
(5, 8)
(5, 7)
(5, 6)
(2, 12)
(2, 11)
(2, 10)
(2, 9)
(1, 9)
(2, 13)
(2, 13)
(2, 13)
(2, 13)
(8, 13)
(8, 13)
(8, 13)
(8, 13)
(8, 13)
(8, 13)
(8, 13)
(8, 13)
(3, 1)
(4, 1)
(4, 1)
(4, 0)
(4, 0)
(4, 1)
(4, 1)
(5, 1)
(6, 1)
(6, 0)
(6, 0)
(6, 0)
(6, 0)
(6, 0)
(7, 0)
(6, 0)
(7, 0)
(6, 4)
(8, 13)
(6, 0)
(6, 0)
(6, 0)
(6, 4)
(6, 0)
(6, 4)
(8, 13)
(8, 13)
(6, 0)
(6, 0)
(6, 1)
(7, 1)
(6, 4)
(8, 13)
(8, 13)
(6, 1)
(6, 0)
(6, 0)
(6, 10)
(1, 15)
(1, 15)
(1, 15)
(1, 15)
(1, 15)
(1, 15)
(1, 15)
(1, 6)
(1, 6)
(1, 6)
(1, 6)
(1, 6)
(1, 6)
(1, 6)
(1, 6)
(1, 6)
(1, 6)
(1, 15)
(1, 15)
(1, 15)
(1, 15)
(2, 16)
(18, 11)
(2, 16)
(2, 16)
(2, 16)
(2, 16)
(18, 11)
(18, 11)
(18, 11)
(18, 11)
(18, 11)
(18, 11)
(18, 11)
(18, 11)
(18, 11)
(18, 11)
(18, 11)
(18, 11)
(18, 11)
(18, 11)
(18, 11)
(18, 11)
(18, 11)
(18, 11)
(18, 11)
(18, 11)
(18, 11)
(19, 16)
(19, 16)
(19, 16)
(19, 16)
(20, 15)
(20, 15)
(18, 11)
(18, 11)
(18, 11)
(18, 11)
(18, 11)
(18, 11)
(18, 11)
(19, 5)
(19, 5)
(19, 5)
(19, 5)
(1, 15)
(1, 15)
(1, 15)
(19, 13)
(20, 13)
(21, 13)
(21, 14)
(21, 15)
(21, 16)
(21, 17)
(21, 17)
(21, 17)
(21, 16)
(21, 15)
(21, 14)
(20, 14)
(19, 14)
(19, 14)
(19, 14)
(18, 14)
(14, 21)
(14, 21)
(14, 21)
(18, 11)
(17, 15)
(17, 16)
(16, 16)
(16, 17)
(15, 17)
(15, 18)
(15, 19)
(15, 20)
(15, 21)
(15, 21)
(16, 21)
(17, 21)
(18, 21)
(18, 20)
(18, 19)
(18, 19)
(19, 16)
(19, 16)
(19, 16)
(19, 16)
(19, 16)
(20, 19)
(20, 19)
(20, 19)
(18, 11)
(18, 20)
(17, 20)
(17, 21)
(17, 21)
(17, 21)
(17, 21)
(16, 21)
(17, 21)
(17, 20)
(17, 20)
(16, 20)
(15, 20)
(11, 21)
(11, 21)
(11, 21)
(11, 21)
(11, 21)
(11, 21)
(10, 21)
(10, 21)
(13, 19)
(12, 19)
(12, 19)
(13, 19)
(12, 19)
(11, 19)
(10, 19)
(9, 19)
(9, 20)
(11, 21)
(18, 11)
(18, 11)
(18, 11)
(18, 11)
(18, 11)
(18, 11)
(18, 11)
(18, 11)
(18, 11)
(18, 11)
(18, 11)
(18, 11)
(18, 11)
(18, 11)
(18, 11)
(18, 11)
(5, 20)
(4, 20)
(3, 20)
(3, 19)
(2, 19)
(2, 19)
(2, 18)
(2, 17)
(2, 17)
(3, 17)
(3, 18)
(3, 19)
(3, 20)
(4, 20)
(5, 20)
(5, 20)
(5, 20)
(6, 20)
(6, 19)
(6, 18)
(18, 11)
(7, 19)
(6, 19)
(6, 18)
(6, 17)
(5, 17)
(5, 16)
(4, 16)
(4, 15)
(3, 15)
(2, 15)
(2, 14)
(1, 15)
(1, 15)
(1, 14)
(1, 14)
(1, 14)
(2, 14)
(1, 14)
(0, 14)
(1, 15)
(18, 11)
(18, 11)
(18, 11)
(2, 14)
(3, 14)
(4, 15)
(4, 15)
(0, 18)
(0, 18)
(0, 18)
(0, 18)
(0, 18)
(0, 18)
(0, 18)
(0, 18)
(0, 18)
(0, 18)
(2, 5)
(2, 5)
(2, 5)
(1, 15)
(2, 5)
(18, 11)
(2, 14)
(2, 13)
(2, 12)
(2, 11)
(2, 12)
(2, 11)
(2, 12)
(2, 11)
(2, 12)
(3, 12)
(2, 5)
(2, 5)
(18, 11)
(3, 13)
(2, 13)
(2, 12)
(2, 13)
(2, 16)
(2, 16)
(2, 15)
(2, 15)
(2, 5)
(2, 5)
(2, 5)
(2, 5)
(2, 5)
(18, 11)
(2, 5)
(18, 11)
(2, 5)
(18, 11)
(18, 11)
(3, 13)
(4, 15)
(3, 15)
(2, 15)
(2, 14)
(2, 13)
(2, 12)
(2, 11)
(2, 10)
(2, 9)
(2, 8)
(2, 7)
(2, 6)
(2, 6)
(2, 6)
(3, 6)
(0, 3)
(0, 3)
(0, 3)
(0, 3)
(0, 3)
(0, 3)
(0, 3)
(1, 4)
(0, 5)
(0, 6)
(0, 7)
(1, 7)
(2, 7)
(3, 8)
(4, 8)
(5, 8)
(6, 8)
(6, 7)
(6, 6)
(7, 6)
(7, 7)
(6, 7)
(6, 6)
(6, 5)
(6, 6)
(6, 5)
(6, 5)
(1, 6)
(1, 6)
(11, 0)
(12, 0)
(12, 0)
(7, 3)
(13, 11)
(7, 3)
(7, 3)
(7, 3)
(7, 3)
(6, 3)
(6, 3)
(7, 11)
(8, 11)
(13, 11)
(13, 11)
(13, 11)
(13, 11)
(13, 11)
(13, 11)
(13, 11)
(11, 0)
(12, 0)
(12, 0)
(7, 10)
(13, 11)
(7, 10)
(7, 10)
(13, 11)
(8, 2)
(8, 3)
(7, 4)
(6, 4)
(7, 4)
(8, 4)
(7, 4)
(7, 4)
(7, 3)
(7, 3)
(7, 6)
(7, 6)
(7, 4)
(7, 5)
(6, 5)
(6, 5)
(6, 4)
(6, 4)
(6, 4)
(5, 4)
