(4, 4)
(4, 5)
(7, 3)
(7, 3)
(13, 11)
(5, 3)
(5, 3)
(5, 4)
(6, 4)
(7, 4)
(7, 4)
(7, 7)
(7, 7)
(7, 7)
(7, 7)
(6, 10)
(6, 10)
(7, 10)
(7, 10)
(7, 10)
(13, 11)
(8, 10)
(8, 11)
(9, 11)
(10, 11)
(9, 11)
(8, 11)
(8, 10)
(8, 10)
(8, 10)
(7, 11)
(8, 11)
(8, 10)
(7, 10)
(7, 9)
(7, 8)
(13, 11)
(8, 9)
(7, 9)
(7, 8)
(7, 8)
(6, 8)
(6, 8)
(6, 9)
(6, 9)
(5, 9)
(5, 10)
(5, 11)
(4, 11)
(5, 11)
(5, 11)
(5, 11)
(5, 11)
(6, 11)
(13, 11)
(13, 11)
(13, 11)
(9, 11)
(10, 11)
(11, 11)
(12, 11)
(12, 11)
(7, 3)
(6, 3)
(6, 3)
(7, 6)
(13, 11)
(13, 11)
(13, 11)
(13, 11)
(13, 11)
(13, 11)
(13, 11)
(13, 11)
(13, 11)
(13, 11)
(8, 10)
(8, 11)
(8, 10)
(8, 9)
(9, 9)
(9, 8)
(9, 7)
(7, 5)
(7, 4)
(11, 0)
(11, 0)
(13, 11)
(8, 3)
(8, 2)
(9, 2)
(13, 2)
(7, 3)
(7, 3)
(7, 3)
(7, 3)
(7, 3)
(6, 3)
(6, 3)
(6, 3)
(6, 3)
(2, 0)
(2, 0)
(2, 0)
(2, 0)
(13, 11)
(4, 2)
(5, 2)
(5, 3)
(5, 2)
(4, 2)
(4, 2)
(5, 3)
(5, 3)
(13, 11)
(5, 2)
(5, 2)
(4, 2)
(3, 2)
(2, 2)
(1, 2)
(2, 2)
(1, 2)
(2, 2)
(2, 2)
(0, 2)
(0, 2)
(13, 11)
(3, 2)
(2, 2)
(3, 2)
(4, 2)
(5, 2)
(6, 2)
(6, 2)
(13, 2)
(13, 2)
(13, 2)
(13, 2)
(13, 2)
(13, 11)
(13, 2)
(13, 11)
(13, 2)
(13, 11)
(11, 2)
(12, 2)
(11, 2)
(10, 2)
(13, 2)
(7, 10)
(7, 10)
(7, 3)
(7, 3)
(7, 3)
(7, 3)
(8, 2)
(8, 3)
(8, 4)
(9, 4)
(9, 5)
(9, 6)
(9, 7)
(9, 8)
(9, 9)
(8, 9)
(8, 10)
(8, 10)
(8, 11)
(7, 11)
(8, 11)
(9, 11)
(6, 3)
(6, 3)
(13, 11)
(8, 10)
(8, 11)
(9, 11)
(9, 11)
(10, 11)
(10, 11)
(10, 11)
(10, 11)
(11, 11)
(7, 3)
(7, 3)
(7, 3)
(7, 3)
(7, 6)
(7, 6)
(6, 6)
(6, 6)
(13, 11)
(13, 11)
(13, 11)
(13, 11)
(13, 11)
(13, 11)
(13, 11)
(9, 8)
(9, 7)
(9, 6)
(9, 5)
(9, 4)
(8, 4)
(8, 4)
(13, 2)
(13, 2)
(13, 2)
(13, 2)
(13, 2)
(13, 11)
(13, 2)
(13, 11)
(13, 2)
(13, 11)
(13, 2)
(13, 11)
(13, 2)
(13, 11)
(13, 2)
(13, 11)
(13, 11)
(10, 2)
(10, 2)
(11, 0)
(11, 0)
(13, 11)
(11, 2)
(12, 2)
(11, 2)
(7, 10)
(7, 10)
(7, 10)
(7, 10)
(7, 10)
(7, 10)
(7, 3)
(7, 3)
(7, 10)
(13, 11)
(8, 4)
(9, 4)
(9, 5)
(9, 6)
(9, 7)
(9, 8)
(9, 9)
(9, 9)
(8, 9)
(8, 10)
(8, 11)
(8, 11)
(0, 6)
(0, 6)
(0, 11)
(0, 11)
(0, 11)
(0, 11)
(0, 11)
(0, 11)
(2, 11)
(3, 14)
(11, 10)
(0, 6)
(0, 6)
(0, 11)
(0, 11)
(0, 11)
(0, 11)
(0, 11)
(0, 11)
(2, 11)
(11, 10)
(0, 6)
(0, 6)
(0, 11)
(0, 11)
(0, 11)
(0, 11)
(0, 11)
(0, 11)
(0, 11)
(2, 11)
(11, 10)
(11, 10)
(11, 10)
(11, 10)
(11, 10)
(11, 10)
(11, 10)
(11, 10)
(11, 10)
(11, 10)
(11, 10)
(11, 10)
(11, 10)
(11, 10)
(11, 10)
(11, 10)
(11, 10)
(11, 10)
(15, 11)
(15, 11)
(15, 11)
(15, 11)
(15, 6)
(15, 6)
(15, 11)
(15, 11)
(11, 10)
(11, 10)
(11, 10)
(11, 10)
(11, 10)
(11, 10)
(11, 10)
(11, 10)
(15, 11)
(15, 11)
(15, 11)
(15, 11)
(14, 10)
(15, 10)
(15, 10)
(15, 10)
(16, 10)
(16, 11)
(16, 12)
(16, 13)
(16, 14)
(15, 14)
(15, 14)
(15, 13)
(14, 13)
(13, 12)
(12, 12)
(12, 13)
(12, 14)
(12, 15)
(12, 15)
(11, 15)
(11, 16)
(11, 17)
(11, 17)
(11, 16)
(11, 10)
(11, 15)
(12, 15)
(13, 15)
(12, 15)
(11, 15)
(11, 16)
(10, 16)
(9, 16)
(9, 17)
(8, 17)
(8, 17)
(8, 16)
(9, 16)
(10, 16)
(11, 16)
(11, 16)
(11, 15)
(10, 12)
(11, 11)
(11, 11)
(11, 11)
(11, 10)
(11, 10)
(11, 10)
(11, 10)
(11, 10)
(11, 10)
(11, 12)
(11, 12)
(12, 12)
(11, 12)
(11, 10)
(13, 12)
(14, 12)
(15, 12)
(16, 12)
(17, 12)
(17, 12)
(16, 12)
(16, 12)
(14, 12)
(15, 12)
(15, 12)
(16, 12)
(17, 12)
(17, 12)
(16, 12)
(15, 12)
(15, 13)
(16, 13)
(16, 12)
(16, 11)
(16, 10)
(16, 10)
(15, 11)
(15, 11)
(11, 10)
(16, 10)
(16, 11)
(16, 11)
(16, 10)
(17, 10)
(17, 9)
(17, 8)
(17, 7)
(17, 7)
(10, 5)
(10, 5)
(11, 6)
(11, 6)
(15, 6)
(15, 6)
(16, 11)
(16, 10)
(16, 10)
(15, 10)
(14, 10)
(13, 10)
(12, 10)
(15, 6)
(15, 6)
(15, 6)
(17, 6)
(12, 12)
(12, 12)
(12, 11)
(12, 11)
(15, 11)
(11, 10)
(13, 10)
(12, 10)
(12, 9)
(12, 8)
(12, 7)
(12, 8)
(12, 7)
(12, 8)
(12, 7)
(12, 7)
(12, 8)
(12, 7)
(12, 8)
(12, 7)
(12, 9)
(11, 10)
(11, 10)
(11, 10)
(11, 11)
(11, 10)
(12, 7)
(12, 8)
(12, 7)
(12, 8)
(12, 7)
(12, 8)
(12, 7)
(12, 6)
(12, 6)
(12, 5)
(12, 4)
(12, 3)
(12, 3)
(12, 1)
(12, 1)
(11, 10)
(12, 3)
(12, 2)
(12, 2)
(13, 2)
(13, 3)
(13, 3)
(12, 3)
(11, 3)
(10, 3)
(10, 2)
(10, 1)
(10, 1)
(10, 5)
(7, 5)
(11, 10)
(11, 4)
(10, 4)
(9, 4)
(9, 5)
(8, 5)
(8, 5)
(8, 6)
(7, 6)
(7, 6)
(8, 6)
(7, 0)
(7, 5)
(7, 5)
(11, 10)
(9, 5)
(8, 5)
(8, 5)
(8, 4)
(7, 4)
(8, 4)
(7, 4)
(7, 3)
(7, 2)
(8, 2)
(7, 0)
(7, 0)
(7, 0)
(7, 0)
(5, 1)
(5, 1)
(3, 3)
(11, 10)
(7, 3)
(6, 3)
(5, 3)
(4, 3)
(4, 3)
(5, 3)
(6, 4)
(3, 3)
(3, 3)
(3, 3)
(11, 10)
(11, 10)
(11, 10)
(11, 10)
(11, 10)
(9, 4)
(8, 4)
(7, 4)
(7, 4)
(7, 4)
(7, 4)
(8, 4)
(2, 6)
(10, 5)
(10, 5)
(10, 5)
(10, 5)
(10, 5)
(11, 6)
(10, 5)
(2, 6)
(2, 6)
(2, 6)
(2, 6)
(2, 6)
(10, 0)
(10, 0)
(10, 0)
(10, 0)
(7, 0)
(7, 0)
(7, 0)
(11, 17)
(10, 0)
(10, 0)
(10, 0)
(10, 0)
(7, 0)
(7, 0)
(8, 7)
(8, 7)
(6, 5)
(6, 5)
(6, 5)
(8, 10)
(8, 10)
(7, 0)
(7, 0)
(7, 0)
(7, 0)
(7, 0)
(7, 0)
(10, 0)
(10, 0)
(10, 1)
(10, 2)
(10, 3)
(11, 3)
(12, 3)
(12, 2)
(12, 1)
(11, 1)
(10, 0)
(10, 0)
(10, 0)
(10, 0)
(11, 17)
(11, 17)
(11, 17)
(11, 17)
(11, 17)
(10, 3)
(10, 2)
(7, 10)
(7, 9)
(7, 8)
(7, 7)
(7, 7)
(7, 7)
(6, 7)
(5, 7)
(5, 8)
(5, 9)
(10, 6)
(8, 7)
(8, 7)
(7, 8)
(7, 7)
(7, 6)
(10, 11)
(10, 12)
(10, 13)
(11, 13)
(9, 7)
(11, 17)
(11, 17)
(11, 17)
(11, 17)
(11, 17)
(10, 13)
(10, 12)
(10, 12)
(10, 11)
(10, 10)
(10, 10)
(11, 10)
(12, 10)
(12, 9)
(11, 9)
(9, 7)
(9, 7)
(9, 7)
(9, 7)
(11, 17)
(10, 8)
(10, 7)
(10, 6)
(10, 5)
(10, 5)
(10, 6)
(10, 0)
(10, 0)
(10, 0)
(10, 0)
(10, 0)
(10, 0)
(11, 1)
(11, 1)
(10, 0)
(10, 0)
(11, 17)
(12, 1)
(11, 1)
(10, 0)
(10, 0)
(10, 0)
(11, 17)
(10, 9)
(10, 9)
(10, 10)
(10, 11)
(10, 12)
(10, 13)
(10, 14)
(10, 15)
(10, 16)
(11, 16)
(11, 16)
(11, 16)
(12, 16)
(11, 16)
(16, 7)
(16, 7)
(16, 8)
(16, 9)
(16, 9)
(15, 9)
(10, 12)
(9, 12)
(8, 12)
(7, 12)
(7, 11)
(7, 10)
(7, 10)
(7, 9)
(7, 8)
(6, 8)
(6, 9)
(6, 10)
(5, 10)
(5, 9)
(5, 8)
(6, 8)
(7, 8)
(7, 7)
(7, 6)
(7, 5)
(7, 4)
(7, 3)
(7, 2)
(7, 1)
(6, 1)
(5, 1)
(6, 1)
(11, 17)
(11, 17)
(11, 17)
(11, 17)
(11, 17)
(11, 17)
(11, 17)
(11, 17)
(11, 17)
(11, 17)
(11, 17)
(11, 17)
(11, 17)
(11, 17)
(11, 17)
(7, 3)
(7, 2)
(7, 1)
(7, 1)
(6, 1)
(6, 1)
(7, 1)
(7, 1)
(6, 1)
(7, 0)
(6, 1)
(6, 1)
(7, 0)
(11, 17)
(11, 17)
(7, 0)
(10, 0)
(10, 0)
(9, 1)
(9, 1)
(9, 1)
(8, 1)
(7, 1)
(2, 8)
(2, 8)
(2, 8)
(2, 8)
(11, 17)
(8, 3)
(8, 2)
(8, 1)
(7, 1)
(6, 1)
(6, 5)
(6, 5)
(6, 5)
(11, 17)
(11, 17)
(11, 17)
(11, 17)
(11, 17)
(11, 17)
(11, 17)
(11, 17)
(11, 17)
(11, 17)
(7, 8)
(7, 9)
(7, 10)
(7, 11)
(7, 10)
(7, 10)
(7, 9)
(7, 10)
(7, 11)
(7, 12)
(7, 13)
(6, 16)
(6, 16)
(6, 16)
(7, 16)
(8, 16)
(8, 16)
(7, 16)
(6, 16)
(7, 17)
(7, 17)
(7, 17)
(7, 17)
(8, 16)
(9, 16)
(10, 16)
(10, 16)
(11, 16)
(9, 7)
(9, 7)
(9, 7)
(9, 10)
(9, 10)
(9, 10)
(9, 10)
(6, 12)
(11, 17)
(10, 12)
(10, 11)
(10, 10)
(10, 9)
(10, 8)
(11, 8)
(12, 8)
(12, 9)
(11, 9)
(10, 9)
(11, 5)
(11, 5)
(11, 5)
(11, 5)
(11, 5)
(11, 5)
(10, 0)
(9, 10)
(9, 10)
(9, 10)
(9, 10)
(9, 10)
(9, 10)
(11, 17)
(10, 11)
(10, 10)
(10, 10)
(10, 11)
(10, 12)
(10, 11)
(10, 11)
(10, 10)
(11, 10)
(11, 9)
(11, 9)
(10, 9)
(10, 0)
(11, 17)
(10, 10)
(10, 9)
(10, 8)
(10, 7)
(10, 6)
(10, 6)
(7, 4)
(7, 4)
(7, 4)
(7, 4)
(7, 9)
(7, 9)
(7, 9)
(7, 9)
(7, 9)
(7, 9)
(2, 13)
(6, 9)
(8, 13)
(6, 8)
(7, 8)
(6, 10)
(6, 10)
(5, 10)
(4, 10)
(3, 10)
(2, 10)
(2, 11)
(2, 12)
(2, 12)
(2, 12)
(2, 11)
(2, 10)
(2, 9)
(8, 13)
(2, 7)
(8, 13)
(2, 5)
(8, 13)
(2, 13)
(8, 13)
(2, 13)
(8, 13)
(2, 13)
(8, 13)
(3, 1)
(8, 13)
(5, 1)
(8, 13)
(5, 1)
(8, 13)
(5, 1)
(8, 13)
(7, 1)
(8, 1)
(8, 13)
(5, 3)
(5, 2)
(5, 1)
(8, 5)
(8, 6)
(4, 0)
(4, 0)
(8, 5)
(8, 4)
(3, 0)
(4, 0)
(7, 3)
(6, 3)
(6, 3)
(5, 3)
(5, 2)
(6, 9)
(6, 9)
(6, 9)
(7, 9)
(7, 9)
(8, 8)
(8, 7)
(8, 6)
(8, 7)
(8, 8)
(8, 9)
(8, 10)
(8, 11)
(8, 12)
(2, 13)
(2, 13)
(2, 13)
(8, 13)
(7, 5)
(7, 6)
(7, 7)
(7, 8)
(7, 8)
(6, 8)
(6, 8)
(5, 8)
(6, 8)
(5, 8)
(5, 9)
(5, 10)
(5, 11)
(5, 12)
(6, 12)
(7, 12)
(8, 13)
(9, 9)
(9, 13)
(8, 13)
(8, 13)
(6, 9)
(10, 13)
(11, 13)
(11, 13)
(11, 13)
(11, 13)
(8, 13)
(9, 13)
(10, 13)
(10, 13)
(9, 13)
(7, 4)
(7, 4)
(9, 13)
(7, 4)
(7, 4)
(9, 13)
(7, 3)
(8, 3)
(9, 3)
(9, 3)
(11, 0)
(11, 0)
(11, 0)
(11, 0)
(11, 0)
(11, 0)
(2, 0)
(8, 13)
(8, 13)
(8, 13)
(8, 13)
(8, 13)
(8, 13)
(8, 13)
(8, 5)
(7, 5)
(6, 5)
(5, 5)
(5, 4)
(5, 3)
(4, 3)
(4, 2)
(4, 5)
(5, 1)
(6, 9)
(8, 13)
(3, 12)
(2, 12)
(2, 12)
(2, 11)
(2, 10)
(2, 9)
(2, 8)
(2, 7)
(2, 6)
(2, 5)
(2, 4)
(3, 4)
(4, 4)
(9, 0)
(10, 0)
(8, 13)
(8, 13)
(8, 13)
(8, 13)
(8, 13)
(7, 3)
(8, 1)
(8, 4)
(8, 5)
(7, 4)
(7, 4)
(7, 4)
(6, 7)
(6, 8)
(5, 8)
(5, 9)
(5, 10)
(8, 9)
(8, 10)
(8, 11)
(7, 9)
(7, 9)
(8, 11)
(8, 10)
(8, 10)
(7, 10)
(6, 10)
(6, 10)
(5, 10)
(5, 11)
(5, 12)
(4, 12)
(4, 13)
(3, 13)
(3, 13)
(4, 13)
(2, 13)
(2, 13)
(8, 13)
(8, 13)
(8, 13)
(8, 13)
(3, 9)
(4, 9)
(4, 10)
(2, 13)
(2, 13)
(8, 13)
(8, 13)
(8, 13)
(8, 13)
(2, 12)
(2, 11)
(2, 12)
(2, 12)
(3, 12)
(3, 13)
(8, 13)
(8, 13)
(4, 13)
(4, 13)
(4, 12)
(5, 12)
(5, 12)
(6, 12)
(5, 12)
(9, 13)
(9, 12)
(8, 12)
(2, 13)
(7, 12)
(8, 13)
(6, 8)
(5, 8)
(5, 9)
(5, 8)
(4, 12)
(3, 12)
(2, 12)
(2, 12)
(2, 11)
(2, 10)
(2, 9)
(1, 9)
(0, 9)
(0, 8)
(0, 7)
(3, 13)
(4, 13)
(4, 12)
(5, 12)
(6, 12)
(7, 5)
(8, 5)
(8, 4)
(2, 1)
(3, 1)
(4, 1)
(4, 1)
(4, 0)
(4, 0)
(4, 1)
(4, 1)
(5, 1)
(6, 1)
(6, 0)
(8, 13)
(6, 4)
(8, 13)
(8, 13)
(6, 0)
(6, 0)
(6, 0)
(6, 0)
(6, 4)
(8, 13)
(6, 0)
(6, 0)
(6, 0)
(6, 0)
(7, 4)
(8, 13)
(7, 4)
(7, 4)
(7, 4)
(8, 13)
(8, 13)
(8, 13)
(8, 13)
(8, 13)
(8, 13)
(6, 0)
(6, 0)
(6, 10)
(19, 16)
(19, 16)
(19, 16)
(19, 16)
(19, 16)
(19, 16)
(19, 16)
(19, 5)
(19, 5)
(19, 5)
(19, 5)
(18, 11)
(19, 5)
(18, 11)
(20, 15)
(20, 15)
(20, 15)
(20, 15)
(20, 15)
(20, 17)
(19, 5)
(19, 5)
(19, 5)
(19, 5)
(19, 5)
(18, 11)
(19, 5)
(18, 11)
(20, 6)
(20, 6)
(20, 6)
(20, 6)
(20, 6)
(20, 6)
(19, 5)
(19, 5)
(19, 5)
(20, 4)
(20, 4)
(20, 4)
(20, 4)
(20, 4)
(20, 4)
(18, 11)
(18, 11)
(18, 11)
(19, 16)
(19, 16)
(19, 16)
(19, 16)
(19, 16)
(19, 16)
(19, 16)
(20, 15)
(19, 5)
(18, 11)
(19, 16)
(19, 16)
(19, 16)
(19, 16)
(19, 16)
(19, 16)
(19, 16)
(20, 15)
(19, 5)
(19, 5)
(19, 5)
(18, 11)
(19, 13)
(20, 13)
(21, 13)
(21, 14)
(21, 15)
(21, 16)
(21, 17)
(21, 17)
(21, 17)
(21, 16)
(21, 16)
(14, 21)
(14, 21)
(14, 21)
(14, 21)
(14, 21)
(18, 11)
(18, 15)
(17, 15)
(17, 16)
(16, 16)
(17, 16)
(14, 21)
(14, 21)
(14, 21)
(14, 21)
(14, 21)
(14, 21)
(14, 21)
(14, 21)
(14, 21)
(19, 16)
(19, 16)
(19, 16)
(19, 16)
(19, 16)
(18, 11)
(18, 20)
(18, 19)
(19, 19)
(19, 18)
(19, 17)
(19, 17)
(19, 18)
(19, 19)
(19, 19)
(18, 19)
(17, 19)
(14, 21)
(14, 21)
(14, 21)
(14, 21)
(14, 21)
(17, 19)
(17, 19)
(17, 19)
(18, 11)
(18, 11)
(15, 19)
(14, 19)
(13, 19)
(13, 20)
(12, 20)
(12, 21)
(12, 21)
(12, 20)
(12, 19)
(10, 21)
(18, 11)
(13, 19)
(12, 19)
(11, 19)
(10, 19)
(9, 19)
(9, 20)
